Description,Title,State,Postcode,SiteCode,ContractType,SiteRating,StreamA,StreamB,StreamC,Specialisation,Location,Address,Phone,Latitude,Longitude,ServiceType,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. Let’s get started, call us today on 1300 080 856.
",Atwork Australia Pty Ltd,TAS,7000,AO16,DESB,4,,,,All Job Seekers,HOBART,5/21 Bathurst St,1300 080 856,-42.87849176,147.32853422,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2448,AO26,DESB,2,,,,All Job Seekers,NAMBUCCA HEADS,Nambucca Community & Arts Centre Ridge St,1300 080 856,-30.64203994,153.00482208,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2450,AO36,DESB,2,,,,All Job Seekers,COFFS HARBOUR,"Suite 3, 129 West High St,",1300 080 856,-30.29529623,153.11281139,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3073,AO46,DESB,2,,,,All Job Seekers,RESERVOIR,333 - 335 Spring Street,1300 080 856,-37.71397050,145.00777000,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3754,AO56,DESB,1,,,,All Job Seekers,MERNDA,70 Mernda Village Drive,1300 080 856,-37.59372914,145.09115787,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3075,AO66,DESB,3,,,,All Job Seekers,LALOR,Mediplex 6 Messmate St,1300 080 856,-37.67449100,145.01780100,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3084,AO76,DESB,2,,,,All Job Seekers,HEIDELBERG,Total Physiocare 70 Yarra St,1300 080 856,-37.75766300,145.06275700,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3134,AO86,DESB,3,,,,All Job Seekers,RINGWOOD,"Building B, 46 Warrandyte Road,",1300 080 856,-37.80918652,145.23196433,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3138,AO96,DESB,3,,,,All Job Seekers,MOOROOLBARK,"Mooroolbark Community Centre, 125 Brice Ave",1300 080 856,-37.78470704,145.31821332,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3156,AP06,DESB,2,,,,All Job Seekers,FERNTREE GULLY,Each 1063 Burwood Hwy,1300 080 856,-37.88847015,145.29409713,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3136,AP16,DESB,3,,,,All Job Seekers,CROYDON,Shop A 211 Mt Dandenong Road,1300 080 856,-37.79855371,145.28169063,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3205,AP26,DESB,2,,,,All Job Seekers,SOUTH MELBOURNE,219 Park St,1300 080 856,-37.83590192,144.96117309,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3121,AP36,DESB,2,,,,All Job Seekers,RICHMOND,143 Kent Street,1300 080 856,-37.81493144,145.00631657,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3000,AP46,DESB,2,,,,All Job Seekers,MELBOURNE,Level 1 287 Collins Street,1300 080 856,-37.81633986,144.96443793,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3020,AP56,DESB,1,,,,All Job Seekers,SUNSHINE,"Shop 42, Sunshine Plaza 324/328 Hampshire Road",1300 080 856,-37.78209243,144.83287702,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3015,AP66,DESB,2,,,,All Job Seekers,NEWPORT,"Newport Community Hub, 13/15 Mason St,",1300 080 856,-37.84311132,144.88190879,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3023,AP76,DESB,1,,,,All Job Seekers,CAROLINE SPRINGS,10 Stevenson Crescent Stevenson House,1300 080 856,-37.74589062,144.73910845,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3030,AP86,DESB,1,,,,All Job Seekers,WERRIBEE,"7 Bridge St Lvl 1, Room 4, Wyndham Business Centre",1300 080 856,-37.90281373,144.66005600,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4507,AP90,DESB,3,,,,All Job Seekers,BELLARA,"Bribie Island Neighbourhood Centre, 9 Verdoni St",(07) 3410 8944,-27.06116754,153.14567805,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3337,AP96,DESB,1,,,,All Job Seekers,MELTON,"Units 3-5, 8 & 9, 3 Alexandra St",1300 080 856,-37.68416019,144.57993209,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4551,AQ00,DESB,5,,,,All Job Seekers,CALOUNDRA,101 Bulcock Street,(07) 5491 1711,-26.80422874,153.12899026,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3939,AQ06,DESB,2,,,,All Job Seekers,ROSEBUD,SPCSIC Sthn Peninsula Comm Ctr 878 Point Nepean Rd,1300 080 856,-38.35430700,144.90833100,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3199,AQ16,DESB,2,,,,All Job Seekers,FRANKSTON,Suite 3 Level 1 108-120 Young St,1300 080 856,-38.14442049,145.12407946,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3198,AQ26,DESB,1,,,,All Job Seekers,SEAFORD,Belvedere Community Centre Inc 36 Belvedere Rd,1300 080 856,-38.10989739,145.14762913,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3805,AQ36,DESB,2,,,,All Job Seekers,NARRE WARREN,Windermere 48 Webb St,1300 080 856,-38.02430000,145.30620400,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3977,AQ46,DESB,2,,,,All Job Seekers,CRANBOURNE,134A High Street,1300 080 856,-38.11283540,145.27524848,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3810,AQ56,DESB,2,,,,All Job Seekers,PAKENHAM,"Living Learning Pakenham, 6B Henry St",1300 080 856,-38.07424857,145.48174506,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3064,AQ76,DESB,5,,,,All Job Seekers,CRAIGIEBURN,"Craigieburn Junction, Bldg D, U 204 420-440 Craigieburn Rd",1300 080 856,-37.59223816,144.90892290,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3058,AQ86,DESB,3,,,,All Job Seekers,COBURG,Selvi Psychological Services 124 Sydney Rd,1300 080 856,-37.75195900,144.96496600,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3032,AQ96,DESB,3,,,,All Job Seekers,ASCOT VALE,"119A Maribyrnong Road,",1300 080 856,-37.77192977,144.91511953,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3429,AR06,DESB,3,,,,All Job Seekers,SUNBURY,Sunbury Neighbourhood House 531 Elizabeth Drive,1300 080 856,-37.57765321,144.71097203,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3047,AR16,DESB,3,,,,All Job Seekers,BROADMEADOWS,Hume City Hub Level 2 61 Riggall St Cnr Blair St,1300 080 856,-37.67752326,144.93095962,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3181,AR26,DESB,2,,,,All Job Seekers,PRAHRAN,"Prahran Community Learning Centre, 40 Grattan St",1300 080 856,-37.84806498,144.99140536,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3189,AR36,DESB,1,,,,All Job Seekers,MOORABBIN,Bayside Business Centre 441 South Road,1300 080 856,-37.93305221,145.03665733,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3175,AR46,DESB,3,,,,All Job Seekers,DANDENONG,1/85 Foster Street,1300 080 856,-37.98972000,145.21200700,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3130,AR56,DESB,1,,,,All Job Seekers,BLACKBURN,3 Springfield Rd New Hope Community Care,1300 080 856,-37.82169484,145.15225647,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2324,AR66,DESB,3,,,,All Job Seekers,RAYMOND TERRACE,PCYC - Raymond Terrace 19/17 Sturgeon St,1300 080 856,-32.76370249,151.74344361,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2315,AR76,DESB,3,,,,All Job Seekers,NELSON BAY,PCYC Port Stephens Nelson Bay 7 Austral St,1300 080 856,-32.72107708,152.15339301,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2283,AR86,DESB,4,,,,All Job Seekers,TORONTO,Toronto Multi-Purpose Centre 9 Thorne Street,1300 080 856,-33.01165427,151.59193835,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2289,AR96,DESB,2,,,,All Job Seekers,KOTARA,"Level 1, The OTP Building 10 Bradford Close",1300 080 856,-32.93740408,151.71035874,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2380,AS06,DESB,3,,,,All Job Seekers,GUNNEDAH,39 Chandos Street,1300 080 856,-30.97745005,150.25105666,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2340,AS16,DESB,3,,,,All Job Seekers,TAMWORTH,Suite 2 / 1a Bligh St,1300 080 856,-31.08139901,150.92313882,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2261,AS26,DESB,3,,,,All Job Seekers,THE ENTRANCE,Level 2 68 - 72 The Entrance Rd,1300 080 856,-33.34456474,151.49685521,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2259,AS36,DESB,3,,,,All Job Seekers,WYONG,Wyong Neighbourhood Centre Alison Rd and Rankens Ct,1300 080 856,-33.28377308,151.42363870,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2259,AS46,DESB,3,,,,All Job Seekers,TUGGERAH,Shop 4 3 Bounty Close,1300 080 856,-33.32141347,151.42554797,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2250,AS56,DESB,3,,,,All Job Seekers,GOSFORD,"Level 1, Suite 12, Gateway Centre 237 Mann St",1300 080 856,-33.42332814,151.34295213,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,WA,6258,AS66,DESB,3,,,,All Job Seekers,MANJIMUP,Community Resource Centre 45 Rose Street,1300 080 856,-34.24012712,116.14520875,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,WA,6317,AS76,DESB,3,,,,All Job Seekers,KATANNING,"Katanning Hub CRC, 42 Austral Terrace",1300 080 856,-33.69170849,117.55549269,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,WA,6225,AS86,DESB,3,,,,All Job Seekers,COLLIE,"Collie Family Centre, 5 Forrest St",1300 080 856,-33.36010345,116.15678307,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,WA,6280,AS96,DESB,3,,,,All Job Seekers,BUSSELTON,"Unit 5/42 Albert Street,",1300 080 856,-33.65216000,115.34629000,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,WA,6230,AT06,DESB,2,,,,All Job Seekers,BUNBURY,Unit 1 21 Victoria Street,1300 080 856,-33.32022597,115.63657050,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,WA,6330,AT16,DESB,3,,,,All Job Seekers,ALBANY,4/14 Peels Place,1300 080 856,-35.02562464,117.88478480,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5009,AT26,DESB,4,,,,All Job Seekers,KILKENNY,"Shop 4, 433 Torrens Rd,",1300 080 856,-34.87915419,138.55290065,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5007,AT36,DESB,3,,,,All Job Seekers,HINDMARSH,146 Port Road,1300 080 856,-34.90636261,138.57256820,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5015,AT46,DESB,3,,,,All Job Seekers,PORT ADELAIDE,Port Adelaide Library 2 - 4 Church Street,1300 080 856,-34.84747849,138.50348490,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5046,AT56,DESB,4,,,,All Job Seekers,OAKLANDS PARK,Marion Cultural Centre 287 Diagonal Road,1300 080 856,-35.01364010,138.54338745,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5168,AT66,DESB,5,,,,All Job Seekers,NOARLUNGA CENTRE,Colonnades Shopping Centre Shop 130 54 Beach Rd,1300 080 856,-35.14261654,138.49577201,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5169,AT76,DESB,3,,,,All Job Seekers,SEAFORD,Seaford Community Centre Beechwood Grove,1300 080 856,-35.19074135,138.47460326,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,SA,5092,AT96,DESB,New,,,,All Job Seekers,MODBURY,"Suite 4, Unit 5, 102 Reservoir Road",1300 080 856,-34.83385449,138.68760435,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5070,AU06,DESB,1,,,,All Job Seekers,PAYNEHAM,"2 Portrush Road,",1300 080 856,-34.89889575,138.64223491,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,SA,5000,AU16,DESB,5,,,,All Job Seekers,ADELAIDE,Level 8 182 Victoria Square,1300 080 856,-34.92736224,138.60102000,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atwork Australia Pty Ltd,NSW,2527,AU36,DESB,3,,,,All Job Seekers,ALBION PARK,Albion Park Community Hall Russell Street,1300 080 856,-34.58220094,150.77728987,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2518,AU46,DESB,New,,,,All Job Seekers,CORRIMAL,Corrimal Library 15 Short Street,1300 080 856,-34.37716567,150.89890112,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2567,AU56,DESB,5,,,,All Job Seekers,NARELLAN,Narellan Library Cnr Queen & Elyard Road,1300 080 856,-34.04408439,150.73246063,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2565,AU66,DESB,3,,,,All Job Seekers,INGLEBURN,Greg Percival Library Cumberland & Oxford Road,1300 080 856,-34.00455265,150.86327558,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2560,AU76,DESB,5,,,,All Job Seekers,CAMPBELLTOWN,108 Queen St,1300 080 856,-34.06438091,150.81672566,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2210,AU86,DESB,3,,,,All Job Seekers,RIVERWOOD,"shop1, 1-5  Hannans Road",1300 080 856,-33.94596751,151.05561139,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2220,AU96,DESB,4,,,,All Job Seekers,HURSTVILLE,Level 1 34 MacMahon St,1300 080 856,-33.96550362,151.10132067,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2216,AV06,DESB,3,,,,All Job Seekers,ROCKDALE,"Level 2, 8-12 King Street,",1300 080 856,-33.95228282,151.13889489,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2770,AV16,DESB,2,,,,All Job Seekers,MOUNT DRUITT,Mount Druitt Hub Level 1 9 Ayres Grove,1300 080 856,-33.76719157,150.82219576,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2148,AV26,DESB,4,,,,All Job Seekers,BLACKTOWN,Level 2 45-51 Main St,1300 080 856,-33.76935140,150.90881795,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2763,AV36,DESB,4,,,,All Job Seekers,QUAKERS HILL,"42 Pearce Rd, Cnr Ramona St Ramona St Medical Centre",1300 080 856,-33.72777376,150.88714498,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2067,AV46,DESB,3,,,,All Job Seekers,CHATSWOOD,Level 6 10 Help Street,1300 080 856,-33.79626297,151.18111758,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2100,AV56,DESB,1,,,,All Job Seekers,BROOKVALE,Warringah Mall Library 650/145 Old Pittwater Rd,1300 080 856,-33.76772041,151.26571474,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,NSW,2756,AV66,DESB,2,,,,All Job Seekers,WINDSOR,Hawkesbury Central Library 300 George St,1300 080 856,-33.60972830,150.81748577,,
