Name,Website,Latitude,Longitude,Address,Street,Route,City,State,Country,Postal,URL,Phone,Email
APM Employment Services,https://apm.net.au,-37.7849544,144.8308011,"6/2 Devonshire Rd, Sunshine VIC 3020, Australia",2,Devonshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=11022525737614728542,(03) 9310 1553,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.8382865,144.6752374,"83 Penrose Promenade, Tarneit VIC 3029, Australia",83,Penrose Promenade,City of Wyndham,VIC,Australia,3029,https://maps.google.com/?cid=8631673914443141025,(03) 9741 1066,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.7436757,144.7934391,"Shop 3/163 Main Rd W, St Albans VIC 3021, Australia",163,Main Road West,Brimbank City,VIC,Australia,3021,https://maps.google.com/?cid=16064114107956451973,(03) 9366 0344,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.903256,144.6599997,"Whole First Floor &, Ground Floor Lobby, 54/58 Synnot St, Werribee VIC 3030, Australia",58,Synnot Street,City of Wyndham,VIC,Australia,3030,https://maps.google.com/?cid=700344595478697655,(03) 9741 1066,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.6841898,144.5839292,"47 Bakery Square, Melton VIC 3337, Australia",47,Bakery Square,Melton City,VIC,Australia,3337,https://maps.google.com/?cid=17274947900325506598,(03) 9747 2061,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.8004023,144.8937353,"121 Paisley St, Footscray VIC 3011, Australia",121,Paisley Street,City of Maribyrnong,VIC,Australia,3011,https://maps.google.com/?cid=10426187526079217165,(03) 9689 1050,apm4jobs@apm.net.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.9027779,144.6599972,"Wyndham Business Centre, Level 1, Room 4/7 Bridge St, Werribee VIC 3030, Australia",7,Bridge Street,City of Wyndham,VIC,Australia,3030,https://maps.google.com/?cid=6221324859214957164,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.7459467,144.7390403,"Stevenson House, 10 Stevenson Cres, Caroline Springs VIC 3023, Australia",10,Stevenson Crescent,Melton City,VIC,Australia,3023,https://maps.google.com/?cid=16093341217468865455,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.8125625,144.9548382,"Level 3/485 La Trobe St, Melbourne VIC 3000, Australia",485,La Trobe Street,Melbourne City,VIC,Australia,3000,https://maps.google.com/?cid=10124875687239790752,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.782876,144.8341466,"Shop 42, Sunshine Plaza, 324/328 Hampshire Rd, Sunshine VIC 3020, Australia",324/328,Hampshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=14529614288209492349,1300 080 856,contactDES@atworkaustralia.com.au
Campbell Page,https://campbellpage.com.au,-37.6982791,144.7801682,"Suite 12, Level 1 Office Precinct, 399 Melton Hwy Taylors Lake, Keilor Downs VIC 3038, Australia",N/A,N/A,Brimbank City,VIC,Australia,3038,https://maps.google.com/?cid=5742412714382910090,(03) 9046 5980,hello@campbellpage.org.au
Campbell Page,https://campbellpage.com.au,-37.7848986,144.8334678,"level 1 suite 2/25-27 Devonshire Rd, Sunshine VIC 3020, Australia",25-27,Devonshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=15543144442389968388,(03) 9046 5960,hello@campbellpage.org.au
Campbell Page,https://campbellpage.com.au,-37.6982791,144.7801682,"Suite 12, Level 1 Office Precinct, 399 Melton Hwy Taylors Lake, Keilor Downs VIC 3038, Australia",N/A,N/A,Brimbank City,VIC,Australia,3038,https://maps.google.com/?cid=5742412714382910090,(03) 9046 5980,hello@campbellpage.org.au
Campbell Page,https://campbellpage.com.au,-37.7848986,144.8334678,"level 1 suite 2/25-27 Devonshire Rd, Sunshine VIC 3020, Australia",25-27,Devonshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=15543144442389968388,(03) 9046 5960,hello@campbellpage.org.au
CVGT Australia Ltd,https://www.cvgt.com.au/,-37.9025221,144.6587724,"70 Watton St, Werribee VIC 3030, Australia",70,Watton Street,City of Wyndham,VIC,Australia,3030,https://maps.google.com/?cid=17826692797968489017,13 28 48,No
CVGT Australia Ltd,https://www.cvgt.com.au/,-37.7845253,144.831391,"1/5 Devonshire Rd, Sunshine VIC 3020, Australia",5,Devonshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=372800803996948051,13 28 48,No
CVGT Australia Ltd,https://www.cvgt.com.au/,-37.6841916,144.5800969,"3 Alexandra St, Melton South VIC 3338, Australia",3,Alexandra Street,Melton City,VIC,Australia,3338,https://maps.google.com/?cid=12168391035278635371,(03) 9479 9570,No
MatchWorks,https://www.matchworks.com.au/,-37.7436955,144.7968281,"358/360 Main Rd W, St Albans VIC 3021, Australia",360,Main Road West,Brimbank City,VIC,Australia,3021,https://maps.google.com/?cid=3744780261045652171,(03) 9367 8000,info@matchworks.com.au
MatchWorks,https://www.matchworks.com.au/,-37.9026652,144.6611824,"40 Synnot St, Werribee VIC 3030, Australia",40,Synnot Street,City of Wyndham,VIC,Australia,3030,https://maps.google.com/?cid=9016127046531937119,(03) 8742 3444,info@matchworks.com.au
MatchWorks,https://www.matchworks.com.au/,-37.7830004,144.8338089,"Shop T62 328/Sunshine Plaza 324 Hampshire Rd, Sunshine VIC 3020, Australia",Sunshine Plaza 324,Hampshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=11836032978205483973,(03) 9312 2200,info@matchworks.com.au
MatchWorks,https://www.matchworks.com.au/,-37.6860481,144.5639727,"Shop CM001, Level 1, Woodgrove Shopping Centre, 533-555 High St, Melton VIC 3337, Australia",533-555,High Street,Melton City,VIC,Australia,3337,https://maps.google.com/?cid=13496770090701148408,(03) 9746 6344,info@matchworks.com.au
MatchWorks,https://www.matchworks.com.au/,-37.7994385,144.8981247,"Suite 2/186 Barkly St, Footscray VIC 3011, Australia",186,Barkly Street,City of Maribyrnong,VIC,Australia,3011,https://maps.google.com/?cid=2287370875784664628,(03) 9689 6333,info@matchworks.com.au
MatchWorks,https://www.matchworks.com.au/,-37.67689379999999,144.4435438,"235 Main St, Bacchus Marsh VIC 3340, Australia",235,Main Street,Moorabool Shire,VIC,Australia,3340,https://maps.google.com/?cid=5764308352602919397,(03) 5367 3611,info@matchworks.com.au
MAX Employment,https://www.maxsolutions.com.au/,-37.9028623,144.6603073,"Unit 3 & 4/9 Bridge St, Werribee VIC 3030, Australia",9,Bridge Street,City of Wyndham,VIC,Australia,3030,https://maps.google.com/?cid=18012878965896704247,(03) 9731 3000,No
MAX Employment,https://www.maxsolutions.com.au/,-37.7849544,144.8308011,"10/2 Devonshire Rd, Sunshine VIC 3020, Australia",2,Devonshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=18174885813181192456,(03) 9300 8900,No
MAX Employment,https://www.maxsolutions.com.au/,-37.7000646,144.7743423,"479a/1 Station Street, Taylors Lakes VIC 3038, Australia",1,Station Street,Brimbank City,VIC,Australia,3038,https://maps.google.com/?cid=3036519761344104328,(03) 9217 9200,No
MAX Employment,https://www.maxsolutions.com.au/,-37.8008173,144.8981139,"Cnr Albert and, Paisley St, Footscray VIC 3011, Australia",N/A,Paisley Street,City of Maribyrnong,VIC,Australia,3011,https://maps.google.com/?cid=11024965999259464086,(03) 8398 8900,No
MAX Employment,https://www.maxsolutions.com.au/,-37.6962407,144.7739092,"399 Melton Hwy, Taylors Lakes VIC 3038, Australia",399,Melton Highway,Brimbank City,VIC,Australia,3038,https://maps.google.com/?cid=7259800958705194970,1800 625 350,No
MAX Employment,https://www.maxsolutions.com.au/,-37.6765432,144.4415778,"215 Main St, Bacchus Marsh VIC 3340, Australia",215,Main Street,Moorabool Shire,VIC,Australia,3340,https://maps.google.com/?cid=10683111332634027385,(03) 9217 9200,No
OCTEC,https://octec.org.au/,-37.6857555,144.5635203,"Shop R030, Woodgrove Shopping Centre, 533-555 High St, Melton VIC 3337, Australia",533-555,High Street,Melton City,VIC,Australia,3337,https://maps.google.com/?cid=8117964309400876188,(03) 8798 9572,mail@octec.org.au
OCTEC,https://octec.org.au/,-37.74121179999999,144.7986874,"12/30-32 E Esplanade, St Albans VIC 3021, Australia",30-32,East Esplanade,Brimbank City,VIC,Australia,3021,https://maps.google.com/?cid=5959699535582023703,(03) 9366 1690,mail@octec.org.au
OCTEC,https://octec.org.au/,-37.9051846,144.6574406,"1/85 Synnot St, Werribee VIC 3030, Australia",85,Synnot Street,City of Wyndham,VIC,Australia,3030,https://maps.google.com/?cid=17199184875815118847,(03) 9974 0833,mail@octec.org.au
OCTEC,https://octec.org.au/,-37.770584,144.7742877,"93B Station Rd, Deer Park VIC 3023, Australia",93B,Station Road,Brimbank City,VIC,Australia,3023,https://maps.google.com/?cid=15599437112785214980,(03) 8322 0229,mail@octec.org.au
OCTEC,https://octec.org.au/,-37.8399292,144.6738581,"Shop 8/747 Tarneit Rd, Tarneit VIC 3029, Australia",747,Tarneit Road,City of Wyndham,VIC,Australia,3029,https://maps.google.com/?cid=13763749696926881279,(03) 8721 0174,mail@octec.org.au
OCTEC,https://octec.org.au/,-37.7849544,144.8308011,"4/2 Devonshire Rd, Sunshine VIC 3020, Australia",2,Devonshire Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=2927218609979839629,(03) 9311 7250,mail@octec.org.au
OCTEC,https://octec.org.au/,-37.798043,144.89966,"Shop 1/56 Nicholson St, Footscray VIC 3011, Australia",56,Nicholson Street,City of Maribyrnong,VIC,Australia,3011,https://maps.google.com/?cid=4638406228514875037,(03) 9958 8833,mail@octec.org.au
Status Employment Services,https://www.status.net.au/,-37.7811287,144.8285675,"Tenancy 4/153 Harvester Rd, Sunshine VIC 3020, Australia",153,Harvester Road,Brimbank City,VIC,Australia,3020,https://maps.google.com/?cid=13716281711253555399,(03) 9364 7791,No
APM Employment Services,https://apm.net.au,-37.8105155,145.0022737,"Ground Floor/485 Victoria St, Abbotsford VIC 3067, Australia",485,Victoria Street,City of Yarra,VIC,Australia,3067,https://maps.google.com/?cid=16149900731178350551,(03) 9428 8783,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.8343077,144.9708639,"Level 16/60 Albert Rd, South Melbourne VIC 3205, Australia",60,Albert Road,Port Phillip City,VIC,Australia,3205,https://maps.google.com/?cid=12258634258423236434,1300 366 047,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.8044069,144.9565749,"144 Peel St, North Melbourne VIC 3051, Australia",144,Peel Street,Melbourne City,VIC,Australia,3051,https://maps.google.com/?cid=9931590508756438957,(03) 9326 7516,apm4jobs@apm.net.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.8034013,144.9646968,"141 Cardigan St, Carlton VIC 3053, Australia",141,Cardigan Street,Melbourne City,VIC,Australia,3053,https://maps.google.com/?cid=11761095308293636911,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.8356169,144.9609685,"219 Park St, South Melbourne VIC 3205, Australia",219,Park Street,Port Phillip City,VIC,Australia,3205,https://maps.google.com/?cid=2531935098715515157,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.792734,144.9860751,"3 Council St, Clifton Hill VIC 3068, Australia",3,Council Street,City of Yarra,VIC,Australia,3068,https://maps.google.com/?cid=15071960612899188013,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.802805,145.0010739,"6 Paterson St, Abbotsford VIC 3067, Australia",6,Paterson Street,City of Yarra,VIC,Australia,3067,https://maps.google.com/?cid=5825278561716736946,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.8356169,144.9609685,"219 Park St, South Melbourne VIC 3205, Australia",219,Park Street,Port Phillip City,VIC,Australia,3205,https://maps.google.com/?cid=2531935098715515157,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.8125625,144.9548382,"Level 3/485 La Trobe St, Melbourne VIC 3000, Australia",485,La Trobe Street,Melbourne City,VIC,Australia,3000,https://maps.google.com/?cid=10124875687239790752,1300 080 856,contactDES@atworkaustralia.com.au
Jobfind,https://jobfind.com.au/,-37.8109529,145.006153,"Level 2/585-587 Victoria St, Abbotsford VIC 3067, Australia",585-587,Victoria Street,City of Yarra,VIC,Australia,3067,https://maps.google.com/?cid=9190223312403724729,(03) 8512 7150,info@jobfind.com.au
Jobfind,https://jobfind.com.au/,-37.8140304,144.9607964,"Level 8/190 Queen St, Melbourne VIC 3000, Australia",190,Queen Street,Melbourne City,VIC,Australia,3000,https://maps.google.com/?cid=16555425869298041083,(03) 8636 8400,info@jobfind.com.au
MatchWorks,https://www.matchworks.com.au/,-37.8569047,144.9892813,"Engine House, 105 Wellington St, St Kilda VIC 3182, Australia",105,Wellington Street,Port Phillip City,VIC,Australia,3182,https://maps.google.com/?cid=6916426592691904253,(03) 9376 8266,info@matchworks.com.au
MatchWorks,https://www.matchworks.com.au/,-37.7956368,144.9844614,"425 Smith St, Fitzroy VIC 3065, Australia",425,Smith Street,City of Yarra,VIC,Australia,3065,https://maps.google.com/?cid=8795595183769104740,(03) 9376 8266,info@matchworks.com.au
MatchWorks,https://www.matchworks.com.au/,-37.8068389,144.9601587,"506 Elizabeth St, Melbourne VIC 3000, Australia",506,Elizabeth Street,Melbourne City,VIC,Australia,3000,https://maps.google.com/?cid=12714065232490331967,(03) 9376 8266,info@matchworks.com.au
MAX Employment,https://www.maxsolutions.com.au/,-37.8564224,144.9851507,"31 Wellington St, St Kilda VIC 3182, Australia",31,Wellington Street,Port Phillip City,VIC,Australia,3182,https://maps.google.com/?cid=1390118531537308603,(03) 8520 6200,No
MAX Employment,https://www.maxsolutions.com.au/,-37.817573,144.958268,"3/470 Collins St, Melbourne VIC 3000, Australia",470,Collins Street,Melbourne City,VIC,Australia,3000,https://maps.google.com/?cid=5701904732656702401,(03) 9821 8600,No
MAX Employment,https://www.maxsolutions.com.au/,-37.8564224,144.9851507,"31 Wellington St, St Kilda VIC 3182, Australia",31,Wellington Street,Port Phillip City,VIC,Australia,3182,https://maps.google.com/?cid=1390118531537308603,(03) 8520 6200,No
MAX Employment,https://www.maxsolutions.com.au/,-37.817573,144.958268,"3/470 Collins St, Melbourne VIC 3000, Australia",470,Collins Street,Melbourne City,VIC,Australia,3000,https://maps.google.com/?cid=5701904732656702401,(03) 9821 8600,No
Access Australia Group,https://aag.org.au/,-36.7601992,144.2836438,"18-20 St Andrews Ave, Bendigo VIC 3550, Australia",18-20,Saint Andrews Avenue,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=3336320411087491372,(03) 5445 9800,info@aag.org.au
AimBig Employment,https://www.aimbigemployment.com.au,-36.7639394,144.2781322,"92 Wills St, Bendigo VIC 3550, Australia",92,Wills Street,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=3882524717916735018,1300 034 997,info@aimbigemployment.com.au
APM Employment Services,https://apm.net.au,-36.7599401,144.2823746,"271 Lyttleton Terrace, Bendigo VIC 3550, Australia",271,Lyttleton Terrace,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=10339315168501039293,(03) 5441 8515,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.046938,143.7417911,"Goldfields Children's Centre, 100 Napier St, Maryborough VIC 3465, Australia",100,Napier Street,Central Goldfields Shire,VIC,Australia,3465,https://maps.google.com/?cid=5924888195811905509,(03) 5441 8515,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.0631479,144.2189693,"65 Templeton St, Castlemaine VIC 3450, Australia",65,Templeton Street,Mount Alexander Shire,VIC,Australia,3450,https://maps.google.com/?cid=8082805372157396086,(03) 5441 8515,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.487277,144.592765,"Gisborne Community Centre, 8a Hamilton St, Gisborne VIC 3437, Australia",8a,Hamilton Street,Macedon Ranges Shire,VIC,Australia,3437,https://maps.google.com/?cid=2969526643521270349,1300 366 047,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-36.9233879,144.7094406,"125 High St, Heathcote VIC 3523, Australia",125,High Street,Greater Bendigo City,VIC,Australia,3523,https://maps.google.com/?cid=5435499356369044778,(03) 5443 8777,apm4jobs@apm.net.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-36.7608624,144.2855057,"Level 2, Suite 5a/84 Mollison St, Bendigo VIC 3550, Australia",84,Mollison Street,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=14027844468830456820,1300 080 856,contactDES@atworkaustralia.com.au
Axis Employment,https://www.caei.com.au,-36.761731,144.2791781,"56 Queen St, Bendigo VIC 3550, Australia",56,Queen Street,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=9302004609445668346,(03) 5441 4007,bendigo@caei.com.au
Axis Employment,https://www.caei.com.au,-37.563051,143.8594091,"15 Albert St, Ballarat Central VIC 3350, Australia",15,Albert Street,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=5929359646043351163,(03) 5331 4898,No
CVGT Australia Ltd,https://www.cvgt.com.au/,-36.74209829999999,144.256472,"17-39 Jackson St, Long Gully VIC 3550, Australia",17-39,Jackson Street,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=8782790580697667402,13 28 48,No
CVGT Australia Ltd,https://www.cvgt.com.au/,-37.045832,143.738806,"163 High St, Maryborough VIC 3465, Australia",163,High Street,Central Goldfields Shire,VIC,Australia,3465,https://maps.google.com/?cid=10355110794749609342,N/A,No
PeoplePlus,https://www.peopleplusaustralia.com.au/,-36.762033,144.2853777,"99 Mollison St, Bendigo VIC 3550, Australia",99,Mollison Street,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=16635019054380866613,1800 773 338,contactus@peopleplusaustralia.com.au
PeoplePlus,https://www.peopleplusaustralia.com.au/,-37.0473706,143.7372757,"126-130 High St, Maryborough VIC 3465, Australia",126-130,High Street,Central Goldfields Shire,VIC,Australia,3465,https://maps.google.com/?cid=17029045068837068567,(03) 5460 5951,contactus@peopleplusaustralia.com.au
PeoplePlus,https://www.peopleplusaustralia.com.au/,-37.0670212,144.2169806,"Shop 2/40 Forest St, Castlemaine VIC 3450, Australia",40,Forest Street,Mount Alexander Shire,VIC,Australia,3450,https://maps.google.com/?cid=10186357611665348058,1800 773 338,contactus@peopleplusaustralia.com.au
The Personnel Group Ltd,https://personnelgroup.com.au/,-36.7640122,144.2781364,"2/59 King St, Bendigo VIC 3550, Australia",59,King Street,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=7181975290653111779,(03) 5410 0032,No
WDEA Works,https://www.wdeaworks.org.au/,-36.7623138,144.2801052,"14 King St, Bendigo VIC 3550, Australia",14,King Street,Greater Bendigo City,VIC,Australia,3550,https://maps.google.com/?cid=9657841617949854819,(03) 4400 9777,bendigo@wdeaworks.org.au
WDEA Works,https://www.wdeaworks.org.au/,-37.0659108,144.2165006,"161 Barker St, Castlemaine VIC 3450, Australia",161,Barker Street,Mount Alexander Shire,VIC,Australia,3450,https://maps.google.com/?cid=4843491863100307044,(03) 5462 5252,castlemaine@wdeaworks.org.au
WDEA Works,https://www.wdeaworks.org.au/,-37.047684,143.739661,"87 Napier St, Maryborough VIC 3465, Australia",87,Napier Street,Central Goldfields Shire,VIC,Australia,3465,https://maps.google.com/?cid=16905025425033731633,(03) 4410 7060,maryborough@wdeaworks.org.au
AimBig Employment,https://www.aimbigemployment.com.au,-37.560567,143.8499149,"First, Floor, Office 25/706 Sturt St, Ballarat Central VIC 3350, Australia",706,Sturt Street,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=2439416600133233386,1300 034 997,info@aimbigemployment.com.au
AimBig Employment,https://www.aimbigemployment.com.au,-37.560567,143.8499149,"First, Floor, Office 25/706 Sturt St, Ballarat Central VIC 3350, Australia",706,Sturt Street,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=2439416600133233386,1300 034 997,info@aimbigemployment.com.au
APM Employment Services,https://apm.net.au,-37.5641217,143.8551124,"305 Dana St, Ballarat Central VIC 3350, Australia",305,Dana Street,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=11395209050010005565,(03) 5331 2002,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.341932,144.146116,"Neighbourhood Centre, 13 Camp St, Daylesford VIC 3460, Australia",13,Camp Street,Hepburn Shire,VIC,Australia,3460,https://maps.google.com/?cid=13690882046317743626,(03) 5331 2002,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.0887694,143.4746994,"Avoca Information Centre, 122 High St, Avoca VIC 3467, Australia",122,High Street,Pyrenees Shire,VIC,Australia,3467,https://maps.google.com/?cid=5462523864585606782,(03) 5331 2002,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.6003627,144.2244564,"143 Inglis St, Ballan VIC 3342, Australia",143,Inglis Street,Moorabool Shire,VIC,Australia,3342,https://maps.google.com/?cid=16066485780938647446,(03) 5331 2002,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.5641217,143.8551124,"305 Dana St, Ballarat Central VIC 3350, Australia",305,Dana Street,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=11395209050010005565,(03) 5331 2002,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.6003627,144.2244564,"143 Inglis St, Ballan VIC 3342, Australia",143,Inglis Street,Moorabool Shire,VIC,Australia,3342,https://maps.google.com/?cid=16066485780938647446,(03) 5331 2002,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.341932,144.146116,"Neighbourhood Centre, 13 Camp St, Daylesford VIC 3460, Australia",13,Camp Street,Hepburn Shire,VIC,Australia,3460,https://maps.google.com/?cid=13690882046317743626,(03) 5331 2002,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-37.0887694,143.4746994,"Avoca Information Centre, 122 High St, Avoca VIC 3467, Australia",122,High Street,Pyrenees Shire,VIC,Australia,3467,https://maps.google.com/?cid=5462523864585606782,(03) 5331 2002,apm4jobs@apm.net.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-37.5638313,143.8577228,"Level 2/51 Lydiard St S, Ballarat Central VIC 3350, Australia",51,Lydiard Street South,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=8943560158395336525,1300 080 856,contactDES@atworkaustralia.com.au
Axis Employment,https://www.caei.com.au,-36.712716,142.201754,"9 Firebrace St, Horsham VIC 3400, Australia",9,Firebrace Street,Horsham Rural City,VIC,Australia,3400,https://maps.google.com/?cid=10295615758997453705,(03) 5381 1622,ballarat@caei.com.au
CVGT Australia Ltd,https://www.cvgt.com.au/,-37.5639765,143.8577228,"1/53 Lydiard St S, Ballarat Central VIC 3350, Australia",53,Lydiard Street South,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=14592580765205482133,13 28 48,No
CVGT Australia Ltd,https://www.cvgt.com.au/,-37.3407254,144.1438625,"3/11 Howe St, Daylesford VIC 3460, Australia",11,Howe Street,Hepburn Shire,VIC,Australia,3460,https://maps.google.com/?cid=5097761408771729144,(03) 5336 7000,No
MatchWorks,https://www.matchworks.com.au/,-37.5649928,143.8554958,"118/120 Armstrong St S, Ballarat Central VIC 3350, Australia",120,Armstrong Street South,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=5224546232416786073,(03) 4313 5600,info@matchworks.com.au
PeoplePlus,https://www.peopleplusaustralia.com.au/,-37.5605609,143.8594627,"40 Camp St, Ballarat Central VIC 3350, Australia",40,Camp Street,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=2886273598472797639,1800 773 338,contactus@peopleplusaustralia.com.au
WDEA Works,https://www.wdeaworks.org.au/,-37.5598087,143.8572498,"219 Mair St, Ballarat Central VIC 3350, Australia",219,Mair Street,Ballarat City,VIC,Australia,3350,https://maps.google.com/?cid=5709812565605832127,(03) 5331 6566,ballarat@wdeaworks.org.au
WDEA Works,https://www.wdeaworks.org.au/,-37.282592,142.930991,"68 High St, Ararat VIC 3377, Australia",68,High Street,Ararat Rural City,VIC,Australia,3377,https://maps.google.com/?cid=15602532689369185927,(03) 5352 3611,ararat@wdeaworks.org.au
WDEA Works,https://www.wdeaworks.org.au/,-37.3408633,144.1435571,"3/11 Howe St, Daylesford VIC 3460, Australia",11,Howe Street,Hepburn Shire,VIC,Australia,3460,https://maps.google.com/?cid=12041336833895263903,(03) 5331 6566,No
AimBig Employment,https://www.aimbigemployment.com.au,-38.151543,144.361213,"1/128 Yarra St, Geelong VIC 3220, Australia",128,Yarra Street,Greater Geelong City,VIC,Australia,3220,https://maps.google.com/?cid=8867994651624979010,1300 034 997,info@aimbigemployment.com.au
APM Employment Services,https://apm.net.au,-38.0744338,144.3595758,"1B/83E Purnell Rd, Corio VIC 3214, Australia",83E,Purnell Road,Greater Geelong City,VIC,Australia,3214,https://maps.google.com/?cid=8198200294460541432,(03) 5275 0879,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-38.1464667,144.361385,"Westpac Business Centre, Suite 2/69-71 Moorabool St, Geelong VIC 3220, Australia",69-71,Moorabool Street,Greater Geelong City,VIC,Australia,3220,https://maps.google.com/?cid=8453906332139250708,(03) 5221 9671,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-38.1650202,144.3804561,"Shop 7/136 Ormond Rd, East Geelong VIC 3219, Australia",136,Ormond Road,Greater Geelong City,VIC,Australia,3219,https://maps.google.com/?cid=4972763739746594426,(03) 5221 3309,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-38.33522749999999,144.3196522,"Spring Street, Community Centre, 18 Price St, Torquay VIC 3228, Australia",18,Price Street,Surf Coast Shire,VIC,Australia,3228,https://maps.google.com/?cid=4807917334298024476,(03) 5221 9671,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-38.0744338,144.3595758,"1B/83E Purnell Rd, Corio VIC 3214, Australia",83E,Purnell Road,Greater Geelong City,VIC,Australia,3214,https://maps.google.com/?cid=8198200294460541432,(03) 5275 0879,apm4jobs@apm.net.au
APM Employment Services,https://apm.net.au,-38.1464667,144.361385,"Westpac Business Centre, Suite 2/69-71 Moorabool St, Geelong VIC 3220, Australia",69-71,Moorabool Street,Greater Geelong City,VIC,Australia,3220,https://maps.google.com/?cid=8453906332139250708,(03) 5221 9671,apm4jobs@apm.net.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-38.1724427,144.5702944,"Shop 4/15 Hancock St, Drysdale VIC 3222, Australia",15,Hancock Street,Greater Geelong City,VIC,Australia,3222,https://maps.google.com/?cid=2093550390172181583,1300 080 856,contactDES@atworkaustralia.com.au
Atwork Australia Pty Ltd,https://www.atwork.com/,-38.14524249999999,144.3494614,"5 Villamanta Pl, Geelong VIC 3220, Australia",5,Villamanta Place,Greater Geelong City,VIC,Australia,3220,https://maps.google.com/?cid=2822941503660759569,1300 080 856,contactDES@atworkaustralia.com.au
Campbell Page,https://campbellpage.com.au,-38.0826592,144.3484148,"Northside Community Centre, 92-96 Cox Rd, Corio VIC 3214, Australia",92-96,Cox Road,Greater Geelong City,VIC,Australia,3214,https://maps.google.com/?cid=4680024293446459586,1300 139 920,hello@campbellpage.org.au
Campbell Page,https://campbellpage.com.au,-38.1478314,144.3579382,"17/23-31 Gheringhap St, Geelong VIC 3220, Australia",23-31,Gheringhap Street,Greater Geelong City,VIC,Australia,3220,https://maps.google.com/?cid=1908197595243614254,N/A,hello@campbellpage.org.au
