Name,Program,Speciality,Rating,Address,Street,Route,City,Site_Location,State,Country,Postal,Latitude,Longitude,Phone,Email,Website,URL
APM Employment Services,DES-Disability Management Service,All Client Types,4,"83 Penrose Promenade, Tarneit VIC 3029, Australia",83,Penrose Promenade,City of Wyndham,TARNEIT,VIC,Australia,3029,-37.8382865,144.6752374,(03) 9741 1066,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=8631673914443141025
APM Employment Services,DES-Disability Management Service,Psychiatric Disability,4,"Shop 3/163 Main Rd W, St Albans VIC 3021, Australia",163,Main Road West,Brimbank City,ST ALBANS,VIC,Australia,3021,-37.7436757,144.7934391,(03) 9366 0344,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=16064114107956451973
APM Employment Services,DES-Disability Management Service,Psychiatric Disability,3,"Whole First Floor &, Ground Floor Lobby, 54/58 Synnot St, Werribee VIC 3030, Australia",58,Synnot Street,City of Wyndham,WERRIBEE,VIC,Australia,3030,-37.903256,144.6599997,(03) 9741 1066,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=700344595478697655
APM Employment Services,DES-Disability Management Service,Psychiatric Disability,4,"47 Bakery Square, Melton VIC 3337, Australia",47,Bakery Square,Melton City,MELTON,VIC,Australia,3337,-37.6841898,144.5839292,(03) 9747 2061,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=17274947900325506598
APM Employment Services,DES-Disability Management Service,Psychiatric Disability,3,"121 Paisley St, Footscray VIC 3011, Australia",121,Paisley Street,City of Maribyrnong,FOOTSCRAY,VIC,Australia,3011,-37.8004023,144.8937353,(03) 9689 1050,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=10426187526079217165
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,2,"Wyndham Business Centre, Level 1, Room 4/7 Bridge St, Werribee VIC 3030, Australia",7,Bridge Street,City of Wyndham,LAVERTON,VIC,Australia,3030,-37.9027779,144.6599972,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=6221324859214957164
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,2,"Stevenson House, 10 Stevenson Cres, Caroline Springs VIC 3023, Australia",10,Stevenson Crescent,Melton City,CAROLINE SPRINGS,VIC,Australia,3023,-37.7459467,144.7390403,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=16093341217468865455
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,3,"Level 3/485 La Trobe St, Melbourne VIC 3000, Australia",485,La Trobe Street,Melbourne City,NEWPORT,VIC,Australia,3000,-37.8125625,144.9548382,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=10124875687239790752
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,1,"Shop 42, Sunshine Plaza, 324/328 Hampshire Rd, Sunshine VIC 3020, Australia",324/328,Hampshire Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.782876,144.8341466,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=14529614288209492349
Campbell Page,DES-Disability Management Service,All Client Types,3,"Suite 12, Level 1 Office Precinct, 399 Melton Hwy Taylors Lake, Keilor Downs VIC 3038, Australia",,,Brimbank City,WATERGARDENS,VIC,Australia,3038,-37.6982791,144.7801682,(03) 9046 5980,hello@campbellpage.org.au,https://campbellpage.com.au,https://maps.google.com/?cid=5742412714382910090
Campbell Page,DES-Disability Management Service,All Client Types,4,"level 1 suite 2/25-27 Devonshire Rd, Sunshine VIC 3020, Australia",25-27,Devonshire Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.7848986,144.8334678,(03) 9046 5960,hello@campbellpage.org.au,https://campbellpage.com.au,https://maps.google.com/?cid=15543144442389968388
Campbell Page,DES-Disability Management Service,Psychiatric Disability,2,"Suite 12, Level 1 Office Precinct, 399 Melton Hwy Taylors Lake, Keilor Downs VIC 3038, Australia",,,Brimbank City,WATERGARDENS,VIC,Australia,3038,-37.6982791,144.7801682,(03) 9046 5980,hello@campbellpage.org.au,https://campbellpage.com.au,https://maps.google.com/?cid=5742412714382910090
Campbell Page,DES-Disability Management Service,Psychiatric Disability,4,"level 1 suite 2/25-27 Devonshire Rd, Sunshine VIC 3020, Australia",25-27,Devonshire Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.7848986,144.8334678,(03) 9046 5960,hello@campbellpage.org.au,https://campbellpage.com.au,https://maps.google.com/?cid=15543144442389968388
CVGT Australia Ltd,DES-Disability Management Service,All Client Types,5,"70 Watton St, Werribee VIC 3030, Australia",70,Watton Street,City of Wyndham,WERRIBEE,VIC,Australia,3030,-37.9025221,144.6587724,13 28 48,Not available ,https://www.cvgt.com.au/,https://maps.google.com/?cid=17826692797968489017
CVGT Australia Ltd,DES-Disability Management Service,All Client Types,5,"1/5 Devonshire Rd, Sunshine VIC 3020, Australia",5,Devonshire Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.7845253,144.831391,13 28 48,Not available ,https://www.cvgt.com.au/,https://maps.google.com/?cid=372800803996948051
CVGT Australia Ltd,DES-Disability Management Service,All Client Types,5,"3 Alexandra St, Melton South VIC 3338, Australia",3,Alexandra Street,Melton City,MELTON,VIC,Australia,3338,-37.6841916,144.5800969,(03) 9479 9570,Not available ,https://www.cvgt.com.au/,https://maps.google.com/?cid=12168391035278635371
MatchWorks,DES-Disability Management Service,All Client Types,3,"358/360 Main Rd W, St Albans VIC 3021, Australia",360,Main Road West,Brimbank City,ST ALBANS,VIC,Australia,3021,-37.7436955,144.7968281,(03) 9367 8000,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=3744780261045652171
MatchWorks,DES-Disability Management Service,All Client Types,3,"40 Synnot St, Werribee VIC 3030, Australia",40,Synnot Street,City of Wyndham,WERRIBEE,VIC,Australia,3030,-37.9026652,144.6611824,(03) 8742 3444,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=9016127046531937119
MatchWorks,DES-Disability Management Service,All Client Types,3,"Shop T62 328/Sunshine Plaza 324 Hampshire Rd, Sunshine VIC 3020, Australia",Sunshine Plaza 324,Hampshire Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.7830004,144.8338089,(03) 9312 2200,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=11836032978205483973
MatchWorks,DES-Disability Management Service,All Client Types,3,"Shop CM001, Level 1, Woodgrove Shopping Centre, 533-555 High St, Melton VIC 3337, Australia",533-555,High Street,Melton City,MELTON,VIC,Australia,3337,-37.6860481,144.5639727,(03) 9746 6344,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=13496770090701148408
MatchWorks,DES-Disability Management Service,All Client Types,4,"Suite 2/186 Barkly St, Footscray VIC 3011, Australia",186,Barkly Street,City of Maribyrnong,FOOTSCRAY,VIC,Australia,3011,-37.7994385,144.8981247,(03) 9689 6333,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=2287370875784664628
MatchWorks,DES-Disability Management Service,All Client Types,5,"235 Main St, Bacchus Marsh VIC 3340, Australia",235,Main Street,Moorabool Shire,BACCHUS MARSH,VIC,Australia,3340,-37.67689379999999,144.4435438,(03) 5367 3611,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=5764308352602919397
MAX Employment,DES-Disability Management Service,All Client Types,3,"Unit 3 & 4/9 Bridge St, Werribee VIC 3030, Australia",9,Bridge Street,City of Wyndham,WERRIBEE,VIC,Australia,3030,-37.9028623,144.6603073,(03) 9731 3000,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=18012878965896704247
MAX Employment,DES-Disability Management Service,All Client Types,3,"10/2 Devonshire Rd, Sunshine VIC 3020, Australia",2,Devonshire Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.7849544,144.8308011,(03) 9300 8900,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=18174885813181192456
MAX Employment,DES-Disability Management Service,All Client Types,4,"479a/1 Station Street, Taylors Lakes VIC 3038, Australia",1,Station Street,Brimbank City,TAYLORS LAKES,VIC,Australia,3038,-37.7000646,144.7743423,(03) 9217 9200,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=3036519761344104328
MAX Employment,DES-Disability Management Service,All Client Types,2,"Cnr Albert and, Paisley St, Footscray VIC 3011, Australia",,Paisley Street,City of Maribyrnong,FOOTSCRAY,VIC,Australia,3011,-37.8008173,144.8981139,(03) 8398 8900,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=11024965999259464086
MAX Employment,DES-Disability Management Service,All Client Types,3,"399 Melton Hwy, Taylors Lakes VIC 3038, Australia",399,Melton Highway,Brimbank City,MELTON,VIC,Australia,3038,-37.6962407,144.7739092,1800 625 350,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=7259800958705194970
MAX Employment,DES-Disability Management Service,All Client Types,3,"215 Main St, Bacchus Marsh VIC 3340, Australia",215,Main Street,Moorabool Shire,BACCHUS MARSH,VIC,Australia,3340,-37.6765432,144.4415778,(03) 9217 9200,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=10683111332634027385
OCTEC,DES-Disability Management Service,All Client Types,4,"Shop R030, Woodgrove Shopping Centre, 533-555 High St, Melton VIC 3337, Australia",533-555,High Street,Melton City,MELTON,VIC,Australia,3337,-37.6857555,144.5635203,(03) 8798 9572,mail@octec.org.au,https://octec.org.au/,https://maps.google.com/?cid=8117964309400876188
OCTEC,DES-Disability Management Service,All Client Types,3,"12/30-32 E Esplanade, St Albans VIC 3021, Australia",30-32,East Esplanade,Brimbank City,ST ALBANS,VIC,Australia,3021,-37.74121179999999,144.7986874,(03) 9366 1690,mail@octec.org.au,https://octec.org.au/,https://maps.google.com/?cid=5959699535582023703
OCTEC,DES-Disability Management Service,All Client Types,2,"1/85 Synnot St, Werribee VIC 3030, Australia",85,Synnot Street,City of Wyndham,WERRIBEE,VIC,Australia,3030,-37.9051846,144.6574406,(03) 9974 0833,mail@octec.org.au,https://octec.org.au/,https://maps.google.com/?cid=17199184875815118847
OCTEC,DES-Disability Management Service,All Client Types,2,"93B Station Rd, Deer Park VIC 3023, Australia",93B,Station Road,Brimbank City,DEER PARK,VIC,Australia,3023,-37.770584,144.7742877,(03) 8322 0229,mail@octec.org.au,https://octec.org.au/,https://maps.google.com/?cid=15599437112785214980
OCTEC,DES-Disability Management Service,All Client Types,3,"Shop 8/747 Tarneit Rd, Tarneit VIC 3029, Australia",747,Tarneit Road,City of Wyndham,TARNEIT,VIC,Australia,3029,-37.8399292,144.6738581,(03) 8721 0174,mail@octec.org.au,https://octec.org.au/,https://maps.google.com/?cid=13763749696926881279
OCTEC,DES-Disability Management Service,All Client Types,4,"4/2 Devonshire Rd, Sunshine VIC 3020, Australia",2,Devonshire Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.7849544,144.8308011,(03) 9311 7250,mail@octec.org.au,https://octec.org.au/,https://maps.google.com/?cid=2927218609979839629
OCTEC,DES-Disability Management Service,All Client Types,4,"Shop 1/56 Nicholson St, Footscray VIC 3011, Australia",56,Nicholson Street,City of Maribyrnong,FOOTSCRAY,VIC,Australia,3011,-37.798043,144.89966,(03) 9958 8833,mail@octec.org.au,https://octec.org.au/,https://maps.google.com/?cid=4638406228514875037
Status Employment Services,DES-Disability Management Service,Mental Health,1,"Tenancy 4/153 Harvester Rd, Sunshine VIC 3020, Australia",153,Harvester Road,Brimbank City,SUNSHINE,VIC,Australia,3020,-37.7811287,144.8285675,(03) 9364 7791,Not available ,https://www.status.net.au/,https://maps.google.com/?cid=13716281711253555399
APM Employment Services,DES-Disability Management Service,All Client Types,3,"Ground Floor/485 Victoria St, Abbotsford VIC 3067, Australia",485,Victoria Street,City of Yarra,ABBOTSFORD,VIC,Australia,3067,-37.8105155,145.0022737,(03) 9428 8783,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=16149900731178350551
APM Employment Services,DES-Disability Management Service,All Client Types,3,"Level 16/60 Albert Rd, South Melbourne VIC 3205, Australia",60,Albert Road,Port Phillip City,SOUTH MELBOURNE,VIC,Australia,3205,-37.8343077,144.9708639,1300 366 047,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=12258634258423236434
APM Employment Services,DES-Disability Management Service,All Client Types,1,"144 Peel St, North Melbourne VIC 3051, Australia",144,Peel Street,Melbourne City,NORTH MELBOURNE,VIC,Australia,3051,-37.8044069,144.9565749,(03) 9326 7516,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=9931590508756438957
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,New Site,"141 Cardigan St, Carlton VIC 3053, Australia",141,Cardigan Street,Melbourne City,CARLTON,VIC,Australia,3053,-37.8034013,144.9646968,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=11761095308293636911
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,2,"219 Park St, South Melbourne VIC 3205, Australia",219,Park Street,Port Phillip City,MELBOURNE,VIC,Australia,3205,-37.8356169,144.9609685,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=2531935098715515157
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,3,"3 Council St, Clifton Hill VIC 3068, Australia",3,Council Street,City of Yarra,CLIFTON HILL,VIC,Australia,3068,-37.792734,144.9860751,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=15071960612899188013
Atwork Australia Pty Ltd,DES-Disability Management Service,Mental Health,3,"6 Paterson St, Abbotsford VIC 3067, Australia",6,Paterson Street,City of Yarra,ABBOTSFORD,VIC,Australia,3067,-37.802805,145.0010739,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=5825278561716736946
Atwork Australia Pty Ltd,DES-Disability Management Service,Mental Health,1,"219 Park St, South Melbourne VIC 3205, Australia",219,Park Street,Port Phillip City,SOUTH MELBOURNE,VIC,Australia,3205,-37.8356169,144.9609685,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=2531935098715515157
Atwork Australia Pty Ltd,DES-Disability Management Service,Mental Health,2,"Level 3/485 La Trobe St, Melbourne VIC 3000, Australia",485,La Trobe Street,Melbourne City,NORTH MELBOURNE,VIC,Australia,3000,-37.8125625,144.9548382,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=10124875687239790752
Jobfind,DES-Disability Management Service,All Client Types,2,"Level 2/585-587 Victoria St, Abbotsford VIC 3067, Australia",585-587,Victoria Street,City of Yarra,RICHMOND,VIC,Australia,3067,-37.8109529,145.006153,(03) 8512 7150,info@jobfind.com.au,https://jobfind.com.au/,https://maps.google.com/?cid=9190223312403724729
Jobfind,DES-Disability Management Service,All Client Types,1,"Level 8/190 Queen St, Melbourne VIC 3000, Australia",190,Queen Street,Melbourne City,MELBOURNE,VIC,Australia,3000,-37.8140304,144.9607964,(03) 8636 8400,info@jobfind.com.au,https://jobfind.com.au/,https://maps.google.com/?cid=16555425869298041083
MatchWorks,DES-Disability Management Service,All Client Types,3,"Engine House, 105 Wellington St, St Kilda VIC 3182, Australia",105,Wellington Street,Port Phillip City,ST KILDA,VIC,Australia,3182,-37.8569047,144.9892813,(03) 9376 8266,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=6916426592691904253
MatchWorks,DES-Disability Management Service,All Client Types,3,"425 Smith St, Fitzroy VIC 3065, Australia",425,Smith Street,City of Yarra,FITZROY,VIC,Australia,3065,-37.7956368,144.9844614,(03) 9376 8266,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=8795595183769104740
MatchWorks,DES-Disability Management Service,All Client Types,3,"506 Elizabeth St, Melbourne VIC 3000, Australia",506,Elizabeth Street,Melbourne City,MELBOURNE,VIC,Australia,3000,-37.8068389,144.9601587,(03) 9376 8266,info@matchworks.com.au,https://www.matchworks.com.au/,https://maps.google.com/?cid=12714065232490331967
MAX Employment,DES-Disability Management Service,All Client Types,2,"31 Wellington St, St Kilda VIC 3182, Australia",31,Wellington Street,Port Phillip City,ST KILDA,VIC,Australia,3182,-37.8564224,144.9851507,(03) 8520 6200,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=1390118531537308603
MAX Employment,DES-Disability Management Service,All Client Types,5,"3/470 Collins St, Melbourne VIC 3000, Australia",470,Collins Street,Melbourne City,MELBOURNE,VIC,Australia,3000,-37.817573,144.958268,(03) 9821 8600,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=5701904732656702401
MAX Employment,DES-Disability Management Service,Mental Health,1,"31 Wellington St, St Kilda VIC 3182, Australia",31,Wellington Street,Port Phillip City,ST KILDA,VIC,Australia,3182,-37.8564224,144.9851507,(03) 8520 6200,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=1390118531537308603
MAX Employment,DES-Disability Management Service,Mental Health,5,"3/470 Collins St, Melbourne VIC 3000, Australia",470,Collins Street,Melbourne City,MELBOURNE,VIC,Australia,3000,-37.817573,144.958268,(03) 9821 8600,Not available ,https://www.maxsolutions.com.au/,https://maps.google.com/?cid=5701904732656702401
Access Australia Group,DES-Disability Management Service,All Client Types,3,"18-20 St Andrews Ave, Bendigo VIC 3550, Australia",18-20,Saint Andrews Avenue,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.7601992,144.2836438,(03) 5445 9800,info@aag.org.au,https://aag.org.au/,https://maps.google.com/?cid=3336320411087491372
AimBig Employment,DES-Disability Management Service,All Client Types,Not available,"92 Wills St, Bendigo VIC 3550, Australia",92,Wills Street,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.7639394,144.2781322,1300 034 997,info@aimbigemployment.com.au,https://www.aimbigemployment.com.au,https://maps.google.com/?cid=3882524717916735018
APM Employment Services,DES-Disability Management Service,All Client Types,3,"271 Lyttleton Terrace, Bendigo VIC 3550, Australia",271,Lyttleton Terrace,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.7599401,144.2823746,(03) 5441 8515,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=10339315168501039293
APM Employment Services,DES-Disability Management Service,All Client Types,3,"Goldfields Children's Centre, 100 Napier St, Maryborough VIC 3465, Australia",100,Napier Street,Central Goldfields Shire,MARYBOROUGH,VIC,Australia,3465,-37.046938,143.7417911,(03) 5441 8515,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=5924888195811905509
APM Employment Services,DES-Disability Management Service,All Client Types,3,"65 Templeton St, Castlemaine VIC 3450, Australia",65,Templeton Street,Mount Alexander Shire,CASTLEMAINE,VIC,Australia,3450,-37.0631479,144.2189693,(03) 5441 8515,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=8082805372157396086
APM Employment Services,DES-Disability Management Service,All Client Types,3,"Gisborne Community Centre, 8a Hamilton St, Gisborne VIC 3437, Australia",8a,Hamilton Street,Macedon Ranges Shire,GISBORNE,VIC,Australia,3437,-37.487277,144.592765,1300 366 047,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=2969526643521270349
APM Employment Services,DES-Disability Management Service,All Client Types,New Site,"125 High St, Heathcote VIC 3523, Australia",125,High Street,Greater Bendigo City,HEATHCOTE,VIC,Australia,3523,-36.9233879,144.7094406,(03) 5443 8777,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=5435499356369044778
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,2,"Level 2, Suite 5a/84 Mollison St, Bendigo VIC 3550, Australia",84,Mollison Street,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.7608624,144.2855057,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=14027844468830456820
Axis Employment,DES-Disability Management Service,All Client Types,3,"56 Queen St, Bendigo VIC 3550, Australia",56,Queen Street,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.761731,144.2791781,(03) 5441 4007,bendigo@caei.com.au,https://www.caei.com.au,https://maps.google.com/?cid=9302004609445668346
Axis Employment,DES-Disability Management Service,All Client Types,3,"15 Albert St, Ballarat Central VIC 3350, Australia",15,Albert Street,Ballarat City,GISBORNE,VIC,Australia,3350,-37.563051,143.8594091,(03) 5331 4898,Not Available,https://www.caei.com.au,https://maps.google.com/?cid=5929359646043351163
CVGT Australia Ltd,DES-Disability Management Service,All Client Types,3,"17-39 Jackson St, Long Gully VIC 3550, Australia",17-39,Jackson Street,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.74209829999999,144.256472,13 28 48,Not available ,https://www.cvgt.com.au/,https://maps.google.com/?cid=8782790580697667402
CVGT Australia Ltd,DES-Disability Management Service,All Client Types,2,"163 High St, Maryborough VIC 3465, Australia",163,High Street,Central Goldfields Shire,MARYBOROUGH,VIC,Australia,3465,-37.045832,143.738806,Not Available,Not available ,https://www.cvgt.com.au/,https://maps.google.com/?cid=10355110794749609342
PeoplePlus,DES-Disability Management Service,All Client Types,3,"99 Mollison St, Bendigo VIC 3550, Australia",99,Mollison Street,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.762033,144.2853777,1800 773 338,contactus@peopleplusaustralia.com.au,https://www.peopleplusaustralia.com.au/,https://maps.google.com/?cid=16635019054380866613
PeoplePlus,DES-Disability Management Service,All Client Types,2,"126-130 High St, Maryborough VIC 3465, Australia",126-130,High Street,Central Goldfields Shire,MARYBOROUGH,VIC,Australia,3465,-37.0473706,143.7372757,(03) 5460 5951,contactus@peopleplusaustralia.com.au,https://www.peopleplusaustralia.com.au/,https://maps.google.com/?cid=17029045068837068567
PeoplePlus,DES-Disability Management Service,All Client Types,2,"Shop 2/40 Forest St, Castlemaine VIC 3450, Australia",40,Forest Street,Mount Alexander Shire,CASTLEMAINE,VIC,Australia,3450,-37.0670212,144.2169806,1800 773 338,contactus@peopleplusaustralia.com.au,https://www.peopleplusaustralia.com.au/,https://maps.google.com/?cid=10186357611665348058
The Personnel Group Ltd,DES-Disability Management Service,All Client Types,4,"2/59 King St, Bendigo VIC 3550, Australia",59,King Street,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.7640122,144.2781364,(03) 5410 0032,Not available ,https://personnelgroup.com.au/,https://maps.google.com/?cid=7181975290653111779
WDEA Works,DES-Disability Management Service,All Client Types,2,"14 King St, Bendigo VIC 3550, Australia",14,King Street,Greater Bendigo City,BENDIGO,VIC,Australia,3550,-36.7623138,144.2801052,(03) 4400 9777,bendigo@wdeaworks.org.au,https://www.wdeaworks.org.au/,https://maps.google.com/?cid=9657841617949854819
WDEA Works,DES-Disability Management Service,All Client Types,3,"161 Barker St, Castlemaine VIC 3450, Australia",161,Barker Street,Mount Alexander Shire,CASTLEMAINE,VIC,Australia,3450,-37.0659108,144.2165006,(03) 5462 5252,castlemaine@wdeaworks.org.au,https://www.wdeaworks.org.au/,https://maps.google.com/?cid=4843491863100307044
WDEA Works,DES-Disability Management Service,All Client Types,2,"87 Napier St, Maryborough VIC 3465, Australia",87,Napier Street,Central Goldfields Shire,MARYBOROUGH,VIC,Australia,3465,-37.047684,143.739661,(03) 4410 7060,maryborough@wdeaworks.org.au,https://www.wdeaworks.org.au/,https://maps.google.com/?cid=16905025425033731633
AimBig Employment,DES-Disability Management Service,Mental Health,Not available,"First, Floor, Office 25/706 Sturt St, Ballarat Central VIC 3350, Australia",706,Sturt Street,Ballarat City,BALLARAT CENTRAL,VIC,Australia,3350,-37.560567,143.8499149,1300 034 997,info@aimbigemployment.com.au,https://www.aimbigemployment.com.au,https://maps.google.com/?cid=2439416600133233386
AimBig Employment,DES-Disability Management Service,Physical (Musculoskeletal),Not available,"First, Floor, Office 25/706 Sturt St, Ballarat Central VIC 3350, Australia",706,Sturt Street,Ballarat City,BALLARAT CENTRAL,VIC,Australia,3350,-37.560567,143.8499149,1300 034 997,info@aimbigemployment.com.au,https://www.aimbigemployment.com.au,https://maps.google.com/?cid=2439416600133233386
APM Employment Services,DES-Disability Management Service,All Client Types,3,"305 Dana St, Ballarat Central VIC 3350, Australia",305,Dana Street,Ballarat City,BALLARAT,VIC,Australia,3350,-37.5641217,143.8551124,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=11395209050010005565
APM Employment Services,DES-Disability Management Service,All Client Types,3,"Neighbourhood Centre, 13 Camp St, Daylesford VIC 3460, Australia",13,Camp Street,Hepburn Shire,DAYLESFORD,VIC,Australia,3460,-37.341932,144.146116,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=13690882046317743626
APM Employment Services,DES-Disability Management Service,All Client Types,3,"Avoca Information Centre, 122 High St, Avoca VIC 3467, Australia",122,High Street,Pyrenees Shire,AVOCA,VIC,Australia,3467,-37.0887694,143.4746994,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=5462523864585606782
APM Employment Services,DES-Disability Management Service,All Client Types,3,"143 Inglis St, Ballan VIC 3342, Australia",143,Inglis Street,Moorabool Shire,BALLAN,VIC,Australia,3342,-37.6003627,144.2244564,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=16066485780938647446
APM Employment Services,DES-Disability Management Service,Mental Health,4,"305 Dana St, Ballarat Central VIC 3350, Australia",305,Dana Street,Ballarat City,BALLARAT,VIC,Australia,3350,-37.5641217,143.8551124,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=11395209050010005565
APM Employment Services,DES-Disability Management Service,Mental Health,4,"143 Inglis St, Ballan VIC 3342, Australia",143,Inglis Street,Moorabool Shire,BALLAN,VIC,Australia,3342,-37.6003627,144.2244564,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=16066485780938647446
APM Employment Services,DES-Disability Management Service,Mental Health,New Site,"Neighbourhood Centre, 13 Camp St, Daylesford VIC 3460, Australia",13,Camp Street,Hepburn Shire,DAYLESFORD,VIC,Australia,3460,-37.341932,144.146116,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=13690882046317743626
APM Employment Services,DES-Disability Management Service,Mental Health,4,"Avoca Information Centre, 122 High St, Avoca VIC 3467, Australia",122,High Street,Pyrenees Shire,AVOCA,VIC,Australia,3467,-37.0887694,143.4746994,(03) 5331 2002,apm4jobs@apm.net.au,https://apm.net.au,https://maps.google.com/?cid=5462523864585606782
Atwork Australia Pty Ltd,DES-Disability Management Service,All Client Types,3,"Level 2/51 Lydiard St S, Ballarat Central VIC 3350, Australia",51,Lydiard Street South,Ballarat City,BALLARAT CENTRAL,VIC,Australia,3350,-37.5638313,143.8577228,1300 080 856,contactDES@atworkaustralia.com.au,https://www.atwork.com/,https://maps.google.com/?cid=8943560158395336525
Axis Employment,DES-Disability Management Service,All Client Types,5,"9 Firebrace St, Horsham VIC 3400, Australia",9,Firebrace Street,Horsham Rural City,ARARAT,VIC,Australia,3400,-36.712716,142.201754,(03) 5381 1622,ballarat@caei.com.au,https://www.caei.com.au,https://maps.google.com/?cid=10295615758997453705
